"orderNumber","orderDate","requiredDate","shippedDate","status","comments","customerNumber","OrderPriority","Year","Month","ShipMode"
"715199506","2014-04-24","0000-00-00",NULL,,NULL,"0","M","2014.0","4.0",NULL
"715222251","2016-01-07","0000-00-00",NULL,,NULL,"0","H","2016.0","1.0",NULL
"715241563","2015-06-20","0000-00-00",NULL,,NULL,"0","H","2015.0","6.0",NULL
"715281903","2015-06-30","0000-00-00",NULL,,NULL,"0","M","2015.0","6.0",NULL
"715291345","2010-05-06","0000-00-00",NULL,,NULL,"0","M","2010.0","5.0",NULL
"715343701","2010-09-13","0000-00-00",NULL,,NULL,"0","L","2010.0","9.0",NULL
"715366017","2010-03-26","0000-00-00",NULL,,NULL,"0","L","2010.0","3.0",NULL
"715386617","2016-03-17","0000-00-00",NULL,,NULL,"0","H","2016.0","3.0",NULL
"715401637","2016-08-15","0000-00-00",NULL,,NULL,"0","M","2016.0","8.0",NULL
"715402925","2015-07-29","0000-00-00",NULL,,NULL,"0","C","2015.0","7.0",NULL
"715423953","2016-02-26","0000-00-00",NULL,,NULL,"0","M","2016.0","2.0",NULL
"715432536","2014-03-23","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"715443265","2015-08-08","0000-00-00",NULL,,NULL,"0","H","2015.0","8.0",NULL
"715452706","2010-06-14","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"715463006","2017-03-24","0000-00-00",NULL,,NULL,"0","C","2017.0","3.0",NULL
"715472877","2014-04-02","0000-00-00",NULL,,NULL,"0","C","2014.0","4.0",NULL
"715482747","2011-04-12","0000-00-00",NULL,,NULL,"0","L","2011.0","4.0",NULL
"715503776","2011-11-09","0000-00-00",NULL,,NULL,"0","C","2011.0","11.0",NULL
"715510213","2014-03-13","0000-00-00",NULL,,NULL,"0","C","2014.0","3.0",NULL
"715515792","2012-03-09","0000-00-00",NULL,,NULL,"0","H","2012.0","3.0",NULL
"715530812","2012-08-07","0000-00-00",NULL,,NULL,"0","M","2012.0","8.0",NULL
"715531671","2016-12-13","0000-00-00",NULL,,NULL,"0","H","2016.0","12.0",NULL
"715544116","2011-11-19","0000-00-00",NULL,,NULL,"0","H","2011.0","11.0",NULL
"715554416","2011-01-31","0000-00-00",NULL,,NULL,"0","C","2011.0","1.0",NULL
"715577590","2014-12-19","0000-00-00",NULL,,NULL,"0","L","2014.0","12.0",NULL
"715596902","2014-06-01","0000-00-00",NULL,,NULL,"0","M","2014.0","6.0",NULL
"715612781","2011-08-10","0000-00-00",NULL,,NULL,"0","M","2011.0","8.0",NULL
"715616214","2013-11-12","0000-00-00",NULL,,NULL,"0","M","2013.0","11.0",NULL
"715617072","2010-08-23","0000-00-00",NULL,,NULL,"0","H","2010.0","8.0",NULL
"715656554","2013-11-22","0000-00-00",NULL,,NULL,"0","L","2013.0","11.0",NULL
"715709769","2011-01-10","0000-00-00",NULL,,NULL,"0","L","2011.0","1.0",NULL
"715712773","2011-02-10","0000-00-00",NULL,,NULL,"0","C","2011.0","2.0",NULL
"715732944","2014-11-28","0000-00-00",NULL,,NULL,"0","M","2014.0","11.0",NULL
"715736806","2011-10-09","0000-00-00",NULL,,NULL,"0","H","2011.0","10.0",NULL
"715742385","2017-05-02","0000-00-00",NULL,,NULL,"0","M","2017.0","5.0",NULL
"715765559","2013-08-23","0000-00-00",NULL,,NULL,"0","H","2013.0","8.0",NULL
"715766847","2012-08-05","0000-00-00",NULL,,NULL,"0","L","2012.0","8.0",NULL
"715773284","2014-12-08","0000-00-00",NULL,,NULL,"0","L","2014.0","12.0",NULL
"715779721","2017-04-11","0000-00-00",NULL,,NULL,"0","L","2017.0","4.0",NULL
"715781438","2010-11-01","0000-00-00",NULL,,NULL,"0","H","2010.0","11.0",NULL
"715788304","2015-05-08","0000-00-00",NULL,,NULL,"0","C","2015.0","5.0",NULL
"715799891","2013-07-03","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"715814054","2017-02-20","0000-00-00",NULL,,NULL,"0","L","2017.0","2.0",NULL
"715824353","2016-05-04","0000-00-00",NULL,,NULL,"0","M","2016.0","5.0",NULL
"715827357","2016-06-03","0000-00-00",NULL,,NULL,"0","M","2016.0","6.0",NULL
"715869414","2010-01-02","0000-00-00",NULL,,NULL,"0","H","2010.0","1.0",NULL
"715938079","2017-04-21","0000-00-00",NULL,,NULL,"0","M","2017.0","4.0",NULL
"715976274","2014-01-09","0000-00-00",NULL,,NULL,"0","M","2014.0","1.0",NULL
"715980565","2013-01-22","0000-00-00",NULL,,NULL,"0","C","2013.0","1.0",NULL
"715982711","2016-05-13","0000-00-00",NULL,,NULL,"0","H","2016.0","5.0",NULL
"715983140","2010-12-20","0000-00-00",NULL,,NULL,"0","H","2010.0","12.0",NULL
"716004598","2013-09-21","0000-00-00",NULL,,NULL,"0","M","2013.0","9.0",NULL
"716015326","2015-02-06","0000-00-00",NULL,,NULL,"0","C","2015.0","2.0",NULL
"716017472","2010-10-31","0000-00-00",NULL,,NULL,"0","H","2010.0","10.0",NULL
"716023910","2013-03-03","0000-00-00",NULL,,NULL,"0","H","2013.0","3.0",NULL
"716033351","2015-08-05","0000-00-00",NULL,,NULL,"0","H","2015.0","8.0",NULL
"716078841","2011-06-08","0000-00-00",NULL,,NULL,"0","C","2011.0","6.0",NULL
"716104161","2011-01-19","0000-00-00",NULL,,NULL,"0","C","2011.0","1.0",NULL
"716120040","2015-10-25","0000-00-00",NULL,,NULL,"0","L","2015.0","10.0",NULL
"716128194","2011-09-17","0000-00-00",NULL,,NULL,"0","H","2011.0","9.0",NULL
"716144073","2016-06-22","0000-00-00",NULL,,NULL,"0","H","2016.0","6.0",NULL
"716148364","2015-07-06","0000-00-00",NULL,,NULL,"0","C","2015.0","7.0",NULL
"716153085","2016-09-20","0000-00-00",NULL,,NULL,"0","M","2016.0","9.0",NULL
"716176688","2015-03-17","0000-00-00",NULL,,NULL,"0","C","2015.0","3.0",NULL
"716187846","2011-03-09","0000-00-00",NULL,,NULL,"0","M","2011.0","3.0",NULL
"716232049","2015-08-25","0000-00-00",NULL,,NULL,"0","M","2015.0","8.0",NULL
"716241919","2012-09-02","0000-00-00",NULL,,NULL,"0","H","2012.0","9.0",NULL
"716295564","2011-12-26","0000-00-00",NULL,,NULL,"0","H","2011.0","12.0",NULL
"716296851","2010-12-08","0000-00-00",NULL,,NULL,"0","L","2010.0","12.0",NULL
"716302001","2014-04-29","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"716335046","2015-03-26","0000-00-00",NULL,,NULL,"0","L","2015.0","3.0",NULL
"716404998","2013-11-28","0000-00-00",NULL,,NULL,"0","M","2013.0","11.0",NULL
"716414439","2016-05-01","0000-00-00",NULL,,NULL,"0","M","2016.0","5.0",NULL
"716414868","2010-12-08","0000-00-00",NULL,,NULL,"0","M","2010.0","12.0",NULL
"716416156","2017-06-18","0000-00-00",NULL,,NULL,"0","C","2017.0","6.0",NULL
"716417443","2016-05-31","0000-00-00",NULL,,NULL,"0","L","2016.0","5.0",NULL
"716425168","2010-02-19","0000-00-00",NULL,,NULL,"0","H","2010.0","2.0",NULL
"716459500","2017-07-28","0000-00-00",NULL,,NULL,"0","H","2017.0","7.0",NULL
"716471517","2010-04-30","0000-00-00",NULL,,NULL,"0","M","2010.0","4.0",NULL
"716509711","2014-08-16","0000-00-00",NULL,,NULL,"0","M","2014.0","8.0",NULL
"716519153","2017-01-17","0000-00-00",NULL,,NULL,"0","M","2017.0","1.0",NULL
"716520869","2010-08-09","0000-00-00",NULL,,NULL,"0","C","2010.0","8.0",NULL
"716529023","2014-01-27","0000-00-00",NULL,,NULL,"0","H","2014.0","1.0",NULL
"716529452","2016-03-31","0000-00-00",NULL,,NULL,"0","H","2016.0","3.0",NULL
"716556918","2011-08-06","0000-00-00",NULL,,NULL,"0","M","2011.0","8.0",NULL
"716563355","2013-12-07","0000-00-00",NULL,,NULL,"0","M","2013.0","12.0",NULL
"716568934","2011-12-04","0000-00-00",NULL,,NULL,"0","L","2011.0","12.0",NULL
"716584813","2016-09-08","0000-00-00",NULL,,NULL,"0","M","2016.0","9.0",NULL
"716591250","2011-06-16","0000-00-00",NULL,,NULL,"0","M","2011.0","6.0",NULL
"716598546","2010-07-29","0000-00-00",NULL,,NULL,"0","H","2010.0","7.0",NULL
"716646182","2017-04-17","0000-00-00",NULL,,NULL,"0","H","2017.0","4.0",NULL
"716668498","2016-10-28","0000-00-00",NULL,,NULL,"0","C","2016.0","10.0",NULL
"716714417","2014-11-04","0000-00-00",NULL,,NULL,"0","M","2014.0","11.0",NULL
"716736733","2014-05-17","0000-00-00",NULL,,NULL,"0","M","2014.0","5.0",NULL
"716750466","2015-11-01","0000-00-00",NULL,,NULL,"0","H","2015.0","11.0",NULL
"716759049","2013-11-26","0000-00-00",NULL,,NULL,"0","M","2013.0","11.0",NULL
"716769778","2015-04-13","0000-00-00",NULL,,NULL,"0","C","2015.0","4.0",NULL
"716789948","2011-07-05","0000-00-00",NULL,,NULL,"0","L","2011.0","7.0",NULL
"716795957","2011-09-04","0000-00-00",NULL,,NULL,"0","L","2011.0","9.0",NULL
"716843593","2010-10-27","0000-00-00",NULL,,NULL,"0","L","2010.0","10.0",NULL
"716863763","2014-08-14","0000-00-00",NULL,,NULL,"0","H","2014.0","8.0",NULL
"716875779","2014-12-13","0000-00-00",NULL,,NULL,"0","M","2014.0","12.0",NULL
"716895520","2016-07-28","0000-00-00",NULL,,NULL,"0","H","2016.0","7.0",NULL
"716907107","2014-09-23","0000-00-00",NULL,,NULL,"0","M","2014.0","9.0",NULL
"716930282","2011-01-15","0000-00-00",NULL,,NULL,"0","H","2011.0","1.0",NULL
"716933715","2013-04-18","0000-00-00",NULL,,NULL,"0","C","2013.0","4.0",NULL
"716942727","2013-07-18","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"717010962","2011-02-03","0000-00-00",NULL,,NULL,"0","M","2011.0","2.0",NULL
"717011392","2013-04-08","0000-00-00",NULL,,NULL,"0","M","2013.0","4.0",NULL
"717030704","2012-09-19","0000-00-00",NULL,,NULL,"0","H","2012.0","9.0",NULL
"717034995","2011-10-03","0000-00-00",NULL,,NULL,"0","C","2011.0","10.0",NULL
"717064177","2015-10-20","0000-00-00",NULL,,NULL,"0","L","2015.0","10.0",NULL
"717073190","2016-01-18","0000-00-00",NULL,,NULL,"0","C","2016.0","1.0",NULL
"717085635","2010-12-25","0000-00-00",NULL,,NULL,"0","C","2010.0","12.0",NULL
"717086064","2013-02-26","0000-00-00",NULL,,NULL,"0","L","2013.0","2.0",NULL
"717091643","2011-02-23","0000-00-00",NULL,,NULL,"0","C","2011.0","2.0",NULL
"717101514","2015-09-30","0000-00-00",NULL,,NULL,"0","C","2015.0","9.0",NULL
"717109668","2011-08-23","0000-00-00",NULL,,NULL,"0","H","2011.0","8.0",NULL
"717126405","2013-03-08","0000-00-00",NULL,,NULL,"0","C","2013.0","3.0",NULL
"717133700","2012-04-20","0000-00-00",NULL,,NULL,"0","L","2012.0","4.0",NULL
"717150437","2013-11-04","0000-00-00",NULL,,NULL,"0","M","2013.0","11.0",NULL
"717159020","2011-12-01","0000-00-00",NULL,,NULL,"0","L","2011.0","12.0",NULL
"717180049","2012-06-29","0000-00-00",NULL,,NULL,"0","C","2012.0","6.0",NULL
"717180478","2014-09-02","0000-00-00",NULL,,NULL,"0","C","2014.0","9.0",NULL
"717191207","2016-01-18","0000-00-00",NULL,,NULL,"0","M","2016.0","1.0",NULL
"717220389","2012-07-09","0000-00-00",NULL,,NULL,"0","H","2012.0","7.0",NULL
"717236268","2017-04-14","0000-00-00",NULL,,NULL,"0","H","2017.0","4.0",NULL
"717245280","2017-07-14","0000-00-00",NULL,,NULL,"0","M","2017.0","7.0",NULL
"717256438","2013-07-06","0000-00-00",NULL,,NULL,"0","L","2013.0","7.0",NULL
"717262017","2011-07-03","0000-00-00",NULL,,NULL,"0","C","2011.0","7.0",NULL
"717283475","2014-04-04","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"717317378","2011-12-11","0000-00-00",NULL,,NULL,"0","M","2011.0","12.0",NULL
"717346131","2013-10-24","0000-00-00",NULL,,NULL,"0","M","2013.0","10.0",NULL
"717348277","2017-02-12","0000-00-00",NULL,,NULL,"0","L","2017.0","2.0",NULL
"717409217","2015-07-20","0000-00-00",NULL,,NULL,"0","M","2015.0","7.0",NULL
"717429387","2011-10-11","0000-00-00",NULL,,NULL,"0","C","2011.0","10.0",NULL
"717457711","2011-06-22","0000-00-00",NULL,,NULL,"0","C","2011.0","6.0",NULL
"717476594","2016-04-26","0000-00-00",NULL,,NULL,"0","C","2016.0","4.0",NULL
"717482173","2014-04-23","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"717548692","2010-09-23","0000-00-00",NULL,,NULL,"0","H","2010.0","9.0",NULL
"717552983","2017-05-03","0000-00-00",NULL,,NULL,"0","C","2017.0","5.0",NULL
"717568862","2014-07-12","0000-00-00",NULL,,NULL,"0","L","2014.0","7.0",NULL
"717574012","2010-05-05","0000-00-00",NULL,,NULL,"0","H","2010.0","5.0",NULL
"717599332","2017-07-12","0000-00-00",NULL,,NULL,"0","H","2017.0","7.0",NULL
"717601478","2013-04-05","0000-00-00",NULL,,NULL,"0","M","2013.0","4.0",NULL
"717614352","2010-05-15","0000-00-00",NULL,,NULL,"0","M","2010.0","5.0",NULL
"717637526","2014-04-02","0000-00-00",NULL,,NULL,"0","C","2014.0","4.0",NULL
"717643535","2014-06-01","0000-00-00",NULL,,NULL,"0","H","2014.0","6.0",NULL
"717723357","2010-02-13","0000-00-00",NULL,,NULL,"0","C","2010.0","2.0",NULL
"717761552","2014-06-01","0000-00-00",NULL,,NULL,"0","L","2014.0","6.0",NULL
"717764127","2012-04-27","0000-00-00",NULL,,NULL,"0","C","2012.0","4.0",NULL
"717770564","2014-08-30","0000-00-00",NULL,,NULL,"0","C","2014.0","8.0",NULL
"717776143","2012-08-26","0000-00-00",NULL,,NULL,"0","H","2012.0","8.0",NULL
"717820346","2017-02-10","0000-00-00",NULL,,NULL,"0","H","2017.0","2.0",NULL
"717824637","2016-02-24","0000-00-00",NULL,,NULL,"0","L","2016.0","2.0",NULL
"717834937","2015-05-08","0000-00-00",NULL,,NULL,"0","M","2015.0","5.0",NULL
"717839229","2014-05-21","0000-00-00",NULL,,NULL,"0","H","2014.0","5.0",NULL
"717843520","2013-06-03","0000-00-00",NULL,,NULL,"0","L","2013.0","6.0",NULL
"717844808","2012-05-17","0000-00-00",NULL,,NULL,"0","M","2012.0","5.0",NULL
"717881286","2015-07-17","0000-00-00",NULL,,NULL,"0","C","2015.0","7.0",NULL
"717886865","2013-07-13","0000-00-00",NULL,,NULL,"0","C","2013.0","7.0",NULL
"717889440","2011-06-10","0000-00-00",NULL,,NULL,"0","H","2011.0","6.0",NULL
"717914760","2011-01-20","0000-00-00",NULL,,NULL,"0","H","2011.0","1.0",NULL
"717941796","2011-10-18","0000-00-00",NULL,,NULL,"0","L","2011.0","10.0",NULL
"717955100","2011-01-30","0000-00-00",NULL,,NULL,"0","M","2011.0","1.0",NULL
"717958962","2015-07-07","0000-00-00",NULL,,NULL,"0","H","2015.0","7.0",NULL
"717990720","2017-06-20","0000-00-00",NULL,,NULL,"0","H","2017.0","6.0",NULL
"718022048","2017-03-31","0000-00-00",NULL,,NULL,"0","H","2017.0","3.0",NULL
"718043935","2014-08-09","0000-00-00",NULL,,NULL,"0","H","2014.0","8.0",NULL
"718047368","2016-11-10","0000-00-00",NULL,,NULL,"0","H","2016.0","11.0",NULL
"718057239","2013-11-20","0000-00-00",NULL,,NULL,"0","H","2013.0","11.0",NULL
"718091142","2011-07-29","0000-00-00",NULL,,NULL,"0","M","2011.0","7.0",NULL
"718126332","2015-10-15","0000-00-00",NULL,,NULL,"0","H","2015.0","10.0",NULL
"718140065","2017-03-31","0000-00-00",NULL,,NULL,"0","C","2017.0","3.0",NULL
"718143928","2014-02-08","0000-00-00",NULL,,NULL,"0","L","2014.0","2.0",NULL
"718149077","2017-06-29","0000-00-00",NULL,,NULL,"0","C","2017.0","6.0",NULL
"718152940","2014-05-10","0000-00-00",NULL,,NULL,"0","L","2014.0","5.0",NULL
"718155515","2012-04-05","0000-00-00",NULL,,NULL,"0","C","2012.0","4.0",NULL
"718170964","2014-11-07","0000-00-00",NULL,,NULL,"0","C","2014.0","11.0",NULL
"718174827","2011-09-17","0000-00-00",NULL,,NULL,"0","C","2011.0","9.0",NULL
"718177402","2017-03-11","0000-00-00",NULL,,NULL,"0","C","2017.0","3.0",NULL
"718203151","2011-05-29","0000-00-00",NULL,,NULL,"0","C","2011.0","5.0",NULL
"718235337","2015-07-16","0000-00-00",NULL,,NULL,"0","L","2015.0","7.0",NULL
"718258082","2017-03-30","0000-00-00",NULL,,NULL,"0","M","2017.0","3.0",NULL
"718290698","2015-12-23","0000-00-00",NULL,,NULL,"0","H","2015.0","12.0",NULL
"718318164","2011-04-28","0000-00-00",NULL,,NULL,"0","M","2011.0","4.0",NULL
"718331038","2016-01-02","0000-00-00",NULL,,NULL,"0","M","2016.0","1.0",NULL
"718347346","2015-05-16","0000-00-00",NULL,,NULL,"0","H","2015.0","5.0",NULL
"718348634","2014-04-29","0000-00-00",NULL,,NULL,"0","L","2014.0","4.0",NULL
"718394553","2012-05-04","0000-00-00",NULL,,NULL,"0","H","2012.0","5.0",NULL
"718399703","2015-09-23","0000-00-00",NULL,,NULL,"0","L","2015.0","9.0",NULL
"718405711","2015-11-23","0000-00-00",NULL,,NULL,"0","L","2015.0","11.0",NULL
"718420732","2016-04-22","0000-00-00",NULL,,NULL,"0","C","2016.0","4.0",NULL
"718446052","2015-12-03","0000-00-00",NULL,,NULL,"0","C","2015.0","12.0",NULL
"718465363","2015-05-15","0000-00-00",NULL,,NULL,"0","L","2015.0","5.0",NULL
"718469655","2014-05-28","0000-00-00",NULL,,NULL,"0","M","2014.0","5.0",NULL
"718471372","2015-07-15","0000-00-00",NULL,,NULL,"0","C","2015.0","7.0",NULL
"718482959","2013-09-09","0000-00-00",NULL,,NULL,"0","H","2013.0","9.0",NULL
"718501412","2016-05-11","0000-00-00",NULL,,NULL,"0","M","2016.0","5.0",NULL
"718603551","2011-08-06","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"718614280","2012-12-21","0000-00-00",NULL,,NULL,"0","L","2012.0","12.0",NULL
"718635737","2015-09-22","0000-00-00",NULL,,NULL,"0","L","2015.0","9.0",NULL
"718653333","2014-01-17","0000-00-00",NULL,,NULL,"0","H","2014.0","1.0",NULL
"718708693","2014-06-26","0000-00-00",NULL,,NULL,"0","L","2014.0","6.0",NULL
"718745172","2010-01-29","0000-00-00",NULL,,NULL,"0","H","2010.0","1.0",NULL
"718779933","2012-02-12","0000-00-00",NULL,,NULL,"0","H","2012.0","2.0",NULL
"718782508","2010-01-08","0000-00-00",NULL,,NULL,"0","H","2010.0","1.0",NULL
"718800532","2010-07-08","0000-00-00",NULL,,NULL,"0","L","2010.0","7.0",NULL
"718816411","2015-04-13","0000-00-00",NULL,,NULL,"0","L","2015.0","4.0",NULL
"718817269","2012-01-23","0000-00-00",NULL,,NULL,"0","H","2012.0","1.0",NULL
"718851602","2011-12-03","0000-00-00",NULL,,NULL,"0","M","2011.0","12.0",NULL
"718859326","2013-03-20","0000-00-00",NULL,,NULL,"0","C","2013.0","3.0",NULL
"718872630","2012-07-01","0000-00-00",NULL,,NULL,"0","L","2012.0","7.0",NULL
"718881213","2010-07-28","0000-00-00",NULL,,NULL,"0","C","2010.0","7.0",NULL
"718888080","2015-02-02","0000-00-00",NULL,,NULL,"0","C","2015.0","2.0",NULL
"718894088","2015-04-03","0000-00-00",NULL,,NULL,"0","C","2015.0","4.0",NULL
"718933141","2016-04-29","0000-00-00",NULL,,NULL,"0","L","2016.0","4.0",NULL
"718935716","2014-03-27","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"718939149","2016-06-28","0000-00-00",NULL,,NULL,"0","L","2016.0","6.0",NULL
"718946874","2010-03-19","0000-00-00",NULL,,NULL,"0","H","2010.0","3.0",NULL
"718951594","2011-06-05","0000-00-00",NULL,,NULL,"0","L","2011.0","6.0",NULL
"718958890","2010-07-18","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"718994939","2011-07-15","0000-00-00",NULL,,NULL,"0","C","2011.0","7.0",NULL
"718999230","2010-07-28","0000-00-00",NULL,,NULL,"0","L","2010.0","7.0",NULL
"719012105","2015-04-02","0000-00-00",NULL,,NULL,"0","L","2015.0","4.0",NULL
"719021975","2012-04-11","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"719026696","2013-06-28","0000-00-00",NULL,,NULL,"0","C","2013.0","6.0",NULL
"719029271","2011-05-25","0000-00-00",NULL,,NULL,"0","H","2011.0","5.0",NULL
"719042575","2010-09-06","0000-00-00",NULL,,NULL,"0","C","2010.0","9.0",NULL
"719049441","2015-03-13","0000-00-00",NULL,,NULL,"0","L","2015.0","3.0",NULL
"719068324","2012-06-20","0000-00-00",NULL,,NULL,"0","L","2012.0","6.0",NULL
"719085490","2016-03-09","0000-00-00",NULL,,NULL,"0","M","2016.0","3.0",NULL
"719101798","2015-07-22","0000-00-00",NULL,,NULL,"0","H","2015.0","7.0",NULL
"719122827","2016-02-18","0000-00-00",NULL,,NULL,"0","M","2016.0","2.0",NULL
"719125831","2016-03-19","0000-00-00",NULL,,NULL,"0","M","2016.0","3.0",NULL
"719145572","2010-04-07","0000-00-00",NULL,,NULL,"0","H","2010.0","4.0",NULL
"719158875","2017-02-14","0000-00-00",NULL,,NULL,"0","H","2017.0","2.0",NULL
"719162309","2011-10-22","0000-00-00",NULL,,NULL,"0","C","2011.0","10.0",NULL
"719167459","2015-03-13","0000-00-00",NULL,,NULL,"0","M","2015.0","3.0",NULL
"719183766","2014-07-24","0000-00-00",NULL,,NULL,"0","H","2014.0","7.0",NULL
"719239127","2015-01-01","0000-00-00",NULL,,NULL,"0","L","2015.0","1.0",NULL
"719242131","2015-01-31","0000-00-00",NULL,,NULL,"0","L","2015.0","1.0",NULL
"719275605","2010-08-05","0000-00-00",NULL,,NULL,"0","H","2010.0","8.0",NULL
"719295346","2012-03-21","0000-00-00",NULL,,NULL,"0","C","2012.0","3.0",NULL
"719300067","2013-06-06","0000-00-00",NULL,,NULL,"0","M","2013.0","6.0",NULL
"719321954","2010-10-15","0000-00-00",NULL,,NULL,"0","M","2010.0","10.0",NULL
"719327104","2014-03-05","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"719329679","2012-01-30","0000-00-00",NULL,,NULL,"0","C","2012.0","1.0",NULL
"719339120","2014-07-03","0000-00-00",NULL,,NULL,"0","C","2014.0","7.0",NULL
"719342553","2016-10-05","0000-00-00",NULL,,NULL,"0","C","2016.0","10.0",NULL
"719365298","2010-11-24","0000-00-00",NULL,,NULL,"0","L","2010.0","11.0",NULL
"719373023","2012-03-10","0000-00-00",NULL,,NULL,"0","H","2012.0","3.0",NULL
"719380748","2013-06-26","0000-00-00",NULL,,NULL,"0","L","2013.0","6.0",NULL
"719388902","2016-12-14","0000-00-00",NULL,,NULL,"0","H","2016.0","12.0",NULL
"719443833","2015-03-21","0000-00-00",NULL,,NULL,"0","L","2015.0","3.0",NULL
"719454133","2014-06-03","0000-00-00",NULL,,NULL,"0","M","2014.0","6.0",NULL
"719476449","2013-12-13","0000-00-00",NULL,,NULL,"0","M","2013.0","12.0",NULL
"719485032","2012-01-09","0000-00-00",NULL,,NULL,"0","L","2012.0","1.0",NULL
"719494044","2012-04-09","0000-00-00",NULL,,NULL,"0","C","2012.0","4.0",NULL
"719504344","2011-06-22","0000-00-00",NULL,,NULL,"0","L","2011.0","6.0",NULL
"719505202","2015-10-28","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"719513785","2013-11-23","0000-00-00",NULL,,NULL,"0","L","2013.0","11.0",NULL
"719525802","2014-03-24","0000-00-00",NULL,,NULL,"0","C","2014.0","3.0",NULL
"719585025","2011-07-12","0000-00-00",NULL,,NULL,"0","H","2011.0","7.0",NULL
"719595324","2010-09-23","0000-00-00",NULL,,NULL,"0","L","2010.0","9.0",NULL
"719608199","2015-05-30","0000-00-00",NULL,,NULL,"0","L","2015.0","5.0",NULL
"719615495","2014-07-12","0000-00-00",NULL,,NULL,"0","M","2014.0","7.0",NULL
"719627511","2014-11-10","0000-00-00",NULL,,NULL,"0","L","2014.0","11.0",NULL
"719631373","2011-09-20","0000-00-00",NULL,,NULL,"0","M","2011.0","9.0",NULL
"719650256","2016-07-25","0000-00-00",NULL,,NULL,"0","M","2016.0","7.0",NULL
"719660127","2013-08-04","0000-00-00",NULL,,NULL,"0","H","2013.0","8.0",NULL
"719684159","2014-04-02","0000-00-00",NULL,,NULL,"0","L","2014.0","4.0",NULL
"719696605","2016-10-03","0000-00-00",NULL,,NULL,"0","L","2016.0","10.0",NULL
"719713342","2010-09-23","0000-00-00",NULL,,NULL,"0","M","2010.0","9.0",NULL
"719728791","2013-04-25","0000-00-00",NULL,,NULL,"0","M","2013.0","4.0",NULL
"719743812","2013-09-23","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"719766128","2013-04-05","0000-00-00",NULL,,NULL,"0","L","2013.0","4.0",NULL
"719825351","2010-07-24","0000-00-00",NULL,,NULL,"0","C","2010.0","7.0",NULL
"719855821","2013-07-24","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"719929635","2016-09-02","0000-00-00",NULL,,NULL,"0","C","2016.0","9.0",NULL
"719940793","2012-08-25","0000-00-00",NULL,,NULL,"0","M","2012.0","8.0",NULL
"719950234","2015-01-28","0000-00-00",NULL,,NULL,"0","M","2015.0","1.0",NULL
"719970405","2011-04-20","0000-00-00",NULL,,NULL,"0","C","2011.0","4.0",NULL
"719975125","2012-07-06","0000-00-00",NULL,,NULL,"0","M","2012.0","7.0",NULL
"719976413","2011-06-20","0000-00-00",NULL,,NULL,"0","H","2011.0","6.0",NULL
"719977700","2010-06-03","0000-00-00",NULL,,NULL,"0","L","2010.0","6.0",NULL
"719991004","2017-04-11","0000-00-00",NULL,,NULL,"0","M","2017.0","4.0",NULL
"719994866","2014-02-19","0000-00-00",NULL,,NULL,"0","H","2014.0","2.0",NULL
"720000445","2012-02-16","0000-00-00",NULL,,NULL,"0","M","2012.0","2.0",NULL
"720002162","2013-04-03","0000-00-00",NULL,,NULL,"0","C","2013.0","4.0",NULL
"720023620","2016-01-04","0000-00-00",NULL,,NULL,"0","H","2016.0","1.0",NULL
"720034348","2017-05-21","0000-00-00",NULL,,NULL,"0","L","2017.0","5.0",NULL
"720071685","2017-05-01","0000-00-00",NULL,,NULL,"0","C","2017.0","5.0",NULL
"720192277","2015-03-28","0000-00-00",NULL,,NULL,"0","L","2015.0","3.0",NULL
"720201289","2015-06-26","0000-00-00",NULL,,NULL,"0","C","2015.0","6.0",NULL
"720215022","2016-12-10","0000-00-00",NULL,,NULL,"0","M","2016.0","12.0",NULL
"720217168","2012-09-03","0000-00-00",NULL,,NULL,"0","L","2012.0","9.0",NULL
"720247209","2013-07-02","0000-00-00",NULL,,NULL,"0","H","2013.0","7.0",NULL
"720266520","2012-12-13","0000-00-00",NULL,,NULL,"0","H","2012.0","12.0",NULL
"720278537","2013-04-12","0000-00-00",NULL,,NULL,"0","M","2013.0","4.0",NULL
"720279395","2010-01-21","0000-00-00",NULL,,NULL,"0","H","2010.0","1.0",NULL
"720297420","2010-07-21","0000-00-00",NULL,,NULL,"0","M","2010.0","7.0",NULL
"720298707","2017-01-29","0000-00-00",NULL,,NULL,"0","C","2017.0","1.0",NULL
